var_orig,var_new,label_new,modalities,type_new,keep,label_orig,type_orig
S2_Q7__13,S2_Q7__13,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Bicyclette,NA,,no,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Bicyclette,numeric
S2_Q7__14,S2_Q7__14,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Motocyclette,NA,,no,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Motocyclette,numeric
S2_Q7__15,S2_Q7__15,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Voiture,NA,,no,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Voiture,numeric
S2_Q7__16,S2_Q7__16,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Autres biens,NA,,no,II.7 Votre ménage possède-t-il les biens et équipements suivants ?:Autres biens,numeric
S2_Q8__1,S2_Q8__1,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Houe/Charru,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Houe/Charru,numeric
S2_Q8__2,S2_Q8__2,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Calèche/Cha,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Calèche/Cha,numeric
S2_Q8__3,S2_Q8__3,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Animaux de,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Animaux de,numeric
S2_Q8__4,S2_Q8__4,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Tracteur,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Tracteur,numeric
S2_Q8__5,S2_Q8__5,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Voiture/cam,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Voiture/cam,numeric
S2_Q8__6,S2_Q8__6,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Mobylette/m,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Mobylette/m,numeric
S2_Q8__7,S2_Q8__7,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Pirogue,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Pirogue,numeric
S2_Q8__8,S2_Q8__8,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Réfrig/cong,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Réfrig/cong,numeric
S2_Q8__9,S2_Q8__9,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Machine à c,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Machine à c,numeric
S2_Q8__10,S2_Q8__10,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Matériel de,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Matériel de,numeric
S2_Q8__11,S2_Q8__11,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Chaises/Bâc,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Chaises/Bâc,numeric
S2_Q8__12,S2_Q8__12,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Téléphone/F,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Téléphone/F,numeric
S2_Q8__13,S2_Q8__13,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Photocopieu,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Photocopieu,numeric
S2_Q8__14,S2_Q8__14,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Ordinateur/,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Ordinateur/,numeric
S2_Q8__15,S2_Q8__15,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Moulin/déco,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Moulin/déco,numeric
S2_Q8__16,S2_Q8__16,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Appareil ph,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Appareil ph,numeric
S2_Q8__17,S2_Q8__17,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Motopompe,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Motopompe,numeric
S2_Q8__18,S2_Q8__18,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Presse à hu,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Presse à hu,numeric
S2_Q8__19,S2_Q8__19,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Groupe élec,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Groupe élec,numeric
S2_Q8__20,S2_Q8__20,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Autres moye,NA,,no,II.8 Votre ménage possède-t-il les moyens de productions suivantes ?:Autres moye,numeric
S3_Q1,S3_Q1,III.1 Quelle est la principale source de l’eau que boivent les membres de votre,1=Robinet intérieur | 2=Robinet public | 3=Robinet du voisin | 4=Puits protégé | 5=Puits non protégé | 6=Forage motorisé | 7=Forage à pompe manuel | 8=Service de camion-citerne | 9=Eau minérale / Filtrée | 10=Vendeur d’eau | 11=Source/cour d’eau | 12=Autre à préciser,,no,III.1 Quelle est la principale source de l’eau que boivent les membres de votre,"haven_labelled, vctrs_vctr, double"
S3_Q1_autre,S3_Q1_autre,III.1 Précisez la principale source de l’eau que boivent les membres de votre mé,NA,,no,III.1 Précisez la principale source de l’eau que boivent les membres de votre mé,character
S3_Q2,S3_Q2,III.2 Où est située cette source d'approvisionnement de l'eau ?,1=Dans votre logement | 2=Dans votre cour | 3=Ailleurs,,no,III.2 Où est située cette source d'approvisionnement de l'eau ?,"haven_labelled, vctrs_vctr, double"
S3_Q3,S3_Q3,III.3 Faites-vous quelque chose pour rendre l'eau plus saine à boire ?,1=Oui | 2=Non | 3=NSP,,no,III.3 Faites-vous quelque chose pour rendre l'eau plus saine à boire ?,"haven_labelled, vctrs_vctr, double"
S3_Q4,S3_Q4,"III.4 Habituellement, que faites-vous pour rendre l'eau que vous buvez plus sain","1=Eau de javel/chlore | 2=Filtrer à travers un linge | 3=Utiliser un filtre (céramique, sable, composite, …) | 4=Bouillir | 5=Laisser reposer | 6=Autre à préciser",,no,"III.4 Habituellement, que faites-vous pour rendre l'eau que vous buvez plus sain","haven_labelled, vctrs_vctr, double"
S3_Q4_autre,S3_Q4_autre,III.4 Précisez ce que vous faites pour rendre l'eau que vous buvez plus saine ?,NA,,no,III.4 Précisez ce que vous faites pour rendre l'eau que vous buvez plus saine ?,character
S3_Q5,S3_Q5,III.5 Quelle est la principale source de l’eau utilisée par les membres de votre,1=Robinet intérieur | 2=Robinet public | 3=Robinet du voisin | 4=Puits protégé | 5=Puits non protégé | 6=Forage motorisé | 7=Forage à pompe manuel | 8=Service de camion-citerne | 9=Eau minérale / Filtrée | 10=Vendeur d’eau | 11=Source/cour d’eau | 12=Autre à préciser,,no,III.5 Quelle est la principale source de l’eau utilisée par les membres de votre,"haven_labelled, vctrs_vctr, double"
S3_Q5_autre,S3_Q5_autre,III.5 Précisez la principale source de l’eau utilisée par les membres de votre m,NA,,no,III.5 Précisez la principale source de l’eau utilisée par les membres de votre m,character
S3_Q6,S3_Q6,III.6 Quel type de toilettes les membres de votre ménage utilisent-t-ils princip,1=Chasse d’eau avec égout | 2=Chasse d’eau avec fosse septique | 3=Latrines couvertes | 4=Latrines ventilées améliorées | 5=Latrines non couvertes | 6=Cuvette/seau | 7=Edicule public | 8=Chez le voisin | 9=Dans la nature | 10=Autre à préciser,,no,III.6 Quel type de toilettes les membres de votre ménage utilisent-t-ils princip,"haven_labelled, vctrs_vctr, double"
S3_Q6_autre,S3_Q6_autre,III.6 Précisez le type de toilettes que les membres de votre ménage utilisent pr,NA,,no,III.6 Précisez le type de toilettes que les membres de votre ménage utilisent pr,character
S3_Q7,S3_Q7,III.7 Comment votre ménage se débarrasse-t-il principalement de ses ordures ména,1=Camion de ramassage | 2=Charretier/Pousse-pousse | 3=Dépotoir sauvage | 4=Dépôt autorisé | 5=Enfouissement | 6=Incinération | 7=Autres (à préciser),,no,III.7 Comment votre ménage se débarrasse-t-il principalement de ses ordures ména,"haven_labelled, vctrs_vctr, double"
S3_Q7_autre,S3_Q7_autre,III.7 Précisez comment votre ménage se débarrasse-t-il principalement de ses ord,NA,,no,III.7 Précisez comment votre ménage se débarrasse-t-il principalement de ses ord,character
S3_Q8,S3_Q8,III.8 Y a-t-il un (des) membre (s) du ménage souffrant de maladies chroniques ?,1=Oui | 2=Non,,no,III.8 Y a-t-il un (des) membre (s) du ménage souffrant de maladies chroniques ?,"haven_labelled, vctrs_vctr, double"
S3_Q9,S3_Q9,III.9 Y a-t-il eu des cas de maladie non chroniques dans votre ménage au cours d,1=Oui | 2=Non,,no,III.9 Y a-t-il eu des cas de maladie non chroniques dans votre ménage au cours d,"haven_labelled, vctrs_vctr, double"
S3_Q10__1,S3_Q10__1,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,NA,,no,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,numeric
S3_Q10__2,S3_Q10__2,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,NA,,no,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,numeric
S3_Q10__3,S3_Q10__3,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,NA,,no,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,numeric
S3_Q10__4,S3_Q10__4,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,NA,,no,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,numeric
S3_Q10__5,S3_Q10__5,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,NA,,no,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,numeric
S3_Q10__6,S3_Q10__6,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,NA,,no,III.10 De quelle façon ces personnes qui sont tombées malades au cours des 12 de,numeric
S3_Q11,S3_Q11,"III.11 Si des membres du ménage n’ont pas été traités du tout, quelle est la pri",1=Manque de moyens financiers | 2=Mauvaise qualité de l’accueil dans la structure / Compétence limitée du personnel médical | 3=Manque de moyen de transport | 4=Absence de structures de santé | 5=Accès difficile à la structure de santé | 6=Autre raison (à préciser) | 9=Ne sait pas,,no,"III.11 Si des membres du ménage n’ont pas été traités du tout, quelle est la pri","haven_labelled, vctrs_vctr, double"
S3_Q11_autre,S3_Q11_autre,III.11 Précisez la principale raison ?,NA,,no,III.11 Précisez la principale raison ?,character
S3_Q12,S3_Q12,"III.12 Au cours des 6 derniers mois, avez-vous eu à payer des prestations sanita",1=Oui | 2=Non,,no,"III.12 Au cours des 6 derniers mois, avez-vous eu à payer des prestations sanita","haven_labelled, vctrs_vctr, double"
S3_Q13__1,S3_Q13__1,"III.13 Si Oui, de quelle façon ?:Au comptant",NA,,no,"III.13 Si Oui, de quelle façon ?:Au comptant",numeric
S3_Q13__2,S3_Q13__2,"III.13 Si Oui, de quelle façon ?:Emprunt chez des parents, amis ou voisins",NA,,no,"III.13 Si Oui, de quelle façon ?:Emprunt chez des parents, amis ou voisins",numeric
S3_Q13__3,S3_Q13__3,"III.13 Si Oui, de quelle façon ?:Mutuelle de santé",NA,,no,"III.13 Si Oui, de quelle façon ?:Mutuelle de santé",numeric
S3_Q13__4,S3_Q13__4,"III.13 Si Oui, de quelle façon ?:Emprunt auprès des comités de santé",NA,,no,"III.13 Si Oui, de quelle façon ?:Emprunt auprès des comités de santé",numeric
S3_Q13__5,S3_Q13__5,"III.13 Si Oui, de quelle façon ?:Autre (à préciser)",NA,,no,"III.13 Si Oui, de quelle façon ?:Autre (à préciser)",numeric
S3_Q13_autre,S3_Q13_autre,III.13 Précisez de quelle façon ?,NA,,no,III.13 Précisez de quelle façon ?,character
S4_Q1,S4_Q1,IV.1 Votre ménage pratique-t-il de l’agriculture ?,1=Oui | 2=Non,,no,IV.1 Votre ménage pratique-t-il de l’agriculture ?,"haven_labelled, vctrs_vctr, double"
S4_Q2,S4_Q2,IV.2 Quelle est la superficie totale (en ha) des parcelles disponibles pour le m,NA,,no,IV.2 Quelle est la superficie totale (en ha) des parcelles disponibles pour le m,numeric
S4_Q3,S4_Q3,IV.3 Y a-t-il une ou des parcelles qui sont exploitées uniquement par les femmes,1=Oui | 2=Non,,no,IV.3 Y a-t-il une ou des parcelles qui sont exploitées uniquement par les femmes,"haven_labelled, vctrs_vctr, double"
S4_Q4,S4_Q4,IV.4 Quel est le principal mode d’accès de votre ménage à la terre ?,1=Propriété/Copropriété | 2=Location | 3=Métayage | 4=Emprunt | 5=Autres (à préciser),,no,IV.4 Quel est le principal mode d’accès de votre ménage à la terre ?,"haven_labelled, vctrs_vctr, double"
S4_Q4_autre,S4_Q4_autre,IV.4 Précisez l'autre mode d’accès de votre ménage à la terre ?,NA,,no,IV.4 Précisez l'autre mode d’accès de votre ménage à la terre ?,character
S4_Q6__1,S4_Q6__1,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,NA,,no,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,numeric
S4_Q6__2,S4_Q6__2,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,NA,,no,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,numeric
S4_Q6__3,S4_Q6__3,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,NA,,no,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,numeric
S4_Q6__4,S4_Q6__4,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,NA,,no,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,numeric
S4_Q6__5,S4_Q6__5,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,NA,,no,IV.6 Quelle est la main d'oeuvre que vous utilisez dans les champs ou plantation,numeric
S4_Q6_autre,S4_Q6_autre,IV.6 Précisez les autres prestataires,NA,,no,IV.6 Précisez les autres prestataires,character
S4_Q7,S4_Q7,IV.7 Votre ménage a-t-il pratiqué l’agriculture pendant la  période agricole 201,1=Oui | 2=Non,,no,IV.7 Votre ménage a-t-il pratiqué l’agriculture pendant la  période agricole 201,"haven_labelled, vctrs_vctr, double"
S4_Q8,S4_Q8,IV.8 Quelle est la superficie totale (en hectare) cultivée et/ou plantée par le,NA,,no,IV.8 Quelle est la superficie totale (en hectare) cultivée et/ou plantée par le,numeric
S4_Q9__1,S4_Q9__1,"IV.9 Quels sont les animaux possédés par votre ménage ?:Bovins (Bœufs, Vaches)",NA,,no,"IV.9 Quels sont les animaux possédés par votre ménage ?:Bovins (Bœufs, Vaches)",numeric
S4_Q9__2,S4_Q9__2,IV.9 Quels sont les animaux possédés par votre ménage ?:Caprins (Chèvres),NA,,no,IV.9 Quels sont les animaux possédés par votre ménage ?:Caprins (Chèvres),numeric
S4_Q9__3,S4_Q9__3,"IV.9 Quels sont les animaux possédés par votre ménage ?:Ovins (Moutons, brebis,",NA,,no,"IV.9 Quels sont les animaux possédés par votre ménage ?:Ovins (Moutons, brebis,",numeric
S4_Q9__4,S4_Q9__4,"IV.9 Quels sont les animaux possédés par votre ménage ?:Volailles (poulet, canar",NA,,no,"IV.9 Quels sont les animaux possédés par votre ménage ?:Volailles (poulet, canar",numeric
S4_Q9__5,S4_Q9__5,IV.9 Quels sont les animaux possédés par votre ménage ?:Porcins (Porcs),NA,,no,IV.9 Quels sont les animaux possédés par votre ménage ?:Porcins (Porcs),numeric
S4_Q9__6,S4_Q9__6,IV.9 Quels sont les animaux possédés par votre ménage ?:Chevaux/Juments,NA,,no,IV.9 Quels sont les animaux possédés par votre ménage ?:Chevaux/Juments,numeric
S4_Q9__7,S4_Q9__7,IV.9 Quels sont les animaux possédés par votre ménage ?:Anes,NA,,no,IV.9 Quels sont les animaux possédés par votre ménage ?:Anes,numeric
S4_Q9__8,S4_Q9__8,IV.9 Quels sont les animaux possédés par votre ménage ?:Autre à préciser,NA,,no,IV.9 Quels sont les animaux possédés par votre ménage ?:Autre à préciser,numeric
S5_Q1__0,S5_Q1__0,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__1,S5_Q1__1,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__2,S5_Q1__2,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__3,S5_Q1__3,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__4,S5_Q1__4,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__5,S5_Q1__5,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__6,S5_Q1__6,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__7,S5_Q1__7,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__8,S5_Q1__8,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__9,S5_Q1__9,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__10,S5_Q1__10,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__11,S5_Q1__11,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__12,S5_Q1__12,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__13,S5_Q1__13,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1__14,S5_Q1__14,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,NA,,no,V.1 Quelles sont les trois principales sources de revenus du ménage au cours de,numeric
S5_Q1_autre,S5_Q1_autre,V.1 Précisez l'autre source de revenus,NA,,no,V.1 Précisez l'autre source de revenus,character
S5_Q1_ALL,S5_Q1_ALL,Concatenation des sources selectionnées,NA,,no,Concatenation des sources selectionnées,character
S5_Q5,S5_Q5,"V.5 Par rapport à la question V.1, Existe-il des sources provenant de l’activité",1=Oui | 2=Non,,no,"V.5 Par rapport à la question V.1, Existe-il des sources provenant de l’activité","haven_labelled, vctrs_vctr, double"
S5_Q6__1,S5_Q6__1,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
S5_Q6__2,S5_Q6__2,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
S5_Q6__3,S5_Q6__3,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
S5_Q6__4,S5_Q6__4,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
S5_Q6__5,S5_Q6__5,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
S5_Q6__6,S5_Q6__6,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
S5_Q6__7,S5_Q6__7,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,NA,,no,V.6. Donnez le numéro d’ordre des sources de revenu provenant uniquement des fem,numeric
